,station_1_name,station_1_id,station_1_latitude,station_1_longitude,station_2_name,station_2_id,station_2_latitude,station_2_longitude,n,station_pair_area
59,10th St at University Ave,351.0,37.86906047545393,-122.29339957237242,Vine St at Shattuck Ave,254.0,37.88022244590679,-122.26959228515624,6,East Bay
60,10th St at University Ave,351.0,37.86906047545393,-122.29339957237242,Virginia St at Shattuck Ave,255.0,37.876572549106854,-122.26952791213988,2,East Bay
61,10th St at University Ave,351.0,37.86906047545393,-122.29339957237242,West Oakland BART Station,160.0,37.805318299999996,-122.2948365,1,East Bay
62,10th St at University Ave,351.0,37.86906047545393,-122.29339957237242,Woolsey St at Sacramento St,272.0,37.85057768404785,-122.27817535400386,3,East Bay
63,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,33,San Francisco
64,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,1st St at Folsom St,26.0,37.787290000000006,-122.39438,22,San Francisco
65,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,2nd St at Folsom St,37.0,37.78499972833808,-122.39593561749642,14,San Francisco
66,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,2nd St at Townsend St,50.0,37.780526,-122.39028799999998,5,San Francisco
67,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,3rd St at Townsend St,66.0,37.77874161153677,-122.39274082710837,4,San Francisco
68,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,4th St at Harrison St,47.0,37.78095459960753,-122.39974915981293,7,San Francisco
69,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,5th St at Brannan St,64.0,37.776753899999996,-122.3990176,9,San Francisco
70,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,7th St at Brannan St,79.0,37.773491899999996,-122.40367250000001,3,San Francisco
71,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,8th St at Ringold St,60.0,37.774520401136854,-122.4094493687153,9,San Francisco
72,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,8,San Francisco
73,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Berry St at 4th St,81.0,37.77588,-122.39317,11,San Francisco
74,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Broadway at Battery St,9.0,37.798572108462565,-122.40086898207666,1,San Francisco
75,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Bryant St at 6th St,63.0,37.77591022233337,-122.40257500673576,2,San Francisco
76,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Civic Center/UN Plaza BART Station (Market St at McAllister St),44.0,37.7810737,-122.4117382,22,San Francisco
77,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Clay St at Battery St,14.0,37.795001,-122.39997,2,San Francisco
78,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Commercial St at Montgomery St,13.0,37.794230999999996,-122.402923,4,San Francisco
79,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Cyril Magnin St at Ellis St,4.0,37.78588062694133,-122.4089150084319,5,San Francisco
80,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Davis St at Jackson St,11.0,37.79728,-122.398436,10,San Francisco
81,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Embarcadero BART Station (Beale St at Market St),17.0,37.792251,-122.39708600000002,3,San Francisco
82,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Father Alfred E Boeddeker Park,34.0,37.78398789999999,-122.41240800000001,4,San Francisco
83,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Folsom St at 13th St,87.0,37.769757,-122.415674,6,San Francisco
84,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Folsom St at 3rd St,36.0,37.78383,-122.39887,10,San Francisco
85,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Folsom St at 9th St,78.0,37.7737172,-122.41164669999999,14,San Francisco
86,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Golden Gate Ave at Hyde St,33.0,37.7816495,-122.4154077,2,San Francisco
87,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Golden Gate Ave at Polk St,41.0,37.78127,-122.41873999999999,25,San Francisco
88,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Howard St at 8th St,61.0,37.7765126,-122.4113061,16,San Francisco
89,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Howard St at Beale St,22.0,37.789756,-122.39464299999999,39,San Francisco
90,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Koshland Park,56.0,37.77341396997343,-122.427316904068,3,San Francisco
91,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Laguna St at Hayes St,74.0,37.77643481920474,-122.42624402046205,6,San Francisco
92,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Market St at 10th St,58.0,37.776619000000004,-122.41738500000001,143,San Francisco
93,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Market St at Dolores St,86.0,37.76930529999999,-122.4268256,11,San Francisco
94,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Market St at Franklin St,75.0,37.773793206088705,-122.42123901844023,47,San Francisco
95,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,McAllister St at Baker St,52.0,37.7774157,-122.4418376,3,San Francisco
96,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,McCoppin St at Valencia St,76.0,37.77166246221617,-122.42242321372034,14,San Francisco
97,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Montgomery St BART Station (Market St at 2nd St),21.0,37.7896254,-122.400811,13,San Francisco
98,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Page St at Scott St,72.0,37.772406,-122.4356498,10,San Francisco
99,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Pierce St at Haight St,73.0,37.7717933,-122.43370790000002,12,San Francisco
100,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Post St at Kearny St,19.0,37.788975,-122.403452,7,San Francisco
101,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Powell St BART Station (Market St at 4th St),3.0,37.78637526861584,-122.40490436553955,12,San Francisco
102,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Powell St BART Station (Market St at 5th St),5.0,37.78389935708493,-122.40844488143921,48,San Francisco
103,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,S Park St at 3rd St,49.0,37.7807601,-122.39498940000001,6,San Francisco
104,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,S Van Ness Ave at Market St,59.0,37.774814,-122.418954,31,San Francisco
105,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,San Francisco Caltrain (Townsend St at 4th St),30.0,37.776598,-122.39528200000001,36,San Francisco
106,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,San Francisco Caltrain Station 2  (Townsend St at 4th St),67.0,37.776639200000005,-122.3955263,109,San Francisco
107,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,San Francisco City Hall (Polk St at Grove St),42.0,37.77865,-122.41823000000001,14,San Francisco
108,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,San Francisco Ferry Building (Harry Bridges Plaza),15.0,37.795392,-122.394203,1,San Francisco
109,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,San Francisco Public Library (Grove St at Hyde St),43.0,37.7787677,-122.41592920000001,54,San Francisco
110,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Spear St at Folsom St,24.0,37.78967670000001,-122.39042849999998,7,San Francisco
111,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,The Embarcadero at Bryant St,28.0,37.78716801474664,-122.38809792330359,2,San Francisco
112,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,The Embarcadero at Sansome St,6.0,37.80477,-122.40323400000001,3,San Francisco
113,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,The Embarcadero at Steuart St,23.0,37.791464000000005,-122.391034,3,San Francisco
114,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Victoria Manalo Draves Park,62.0,37.77779057034257,-122.40643188357352,9,San Francisco
115,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Washington St at Kearny St,10.0,37.795392937254526,-122.4047702550888,2,San Francisco
116,11th St at Bryant St,88.0,37.770029799999996,-122.41172579999999,Webster St at Grove St,55.0,37.7770527,-122.4295585,14,San Francisco
117,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,1st St at Folsom St,26.0,37.787290000000006,-122.39438,18,San Francisco
118,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,2nd St at Folsom St,37.0,37.78499972833808,-122.39593561749642,7,San Francisco
119,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,3rd St at Townsend St,66.0,37.77874161153677,-122.39274082710837,5,San Francisco
120,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,4th St at Harrison St,47.0,37.78095459960753,-122.39974915981293,3,San Francisco
121,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,5th St at Brannan St,64.0,37.776753899999996,-122.3990176,14,San Francisco
122,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,8th St at Ringold St,60.0,37.774520401136854,-122.4094493687153,8,San Francisco
123,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Beale St at Harrison St,27.0,37.7880593,-122.39186480000001,4,San Francisco
124,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Broadway at Battery St,9.0,37.798572108462565,-122.40086898207666,7,San Francisco
125,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Broderick St at Oak St,71.0,37.773062700000004,-122.4390777,6,San Francisco
126,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Bryant St at 6th St,63.0,37.77591022233337,-122.40257500673576,12,San Francisco
127,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Central Ave at Fell St,70.0,37.77331087889723,-122.44429260492323,7,San Francisco
128,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Civic Center/UN Plaza BART Station (Market St at McAllister St),44.0,37.7810737,-122.4117382,28,San Francisco
129,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Clay St at Battery St,14.0,37.795001,-122.39997,7,San Francisco
130,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Commercial St at Montgomery St,13.0,37.794230999999996,-122.402923,6,San Francisco
131,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Cyril Magnin St at Ellis St,4.0,37.78588062694133,-122.4089150084319,1,San Francisco
132,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Davis St at Jackson St,11.0,37.79728,-122.398436,10,San Francisco
133,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Embarcadero BART Station (Beale St at Market St),17.0,37.792251,-122.39708600000002,1,San Francisco
134,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Father Alfred E Boeddeker Park,34.0,37.78398789999999,-122.41240800000001,8,San Francisco
135,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Folsom St at 3rd St,36.0,37.78383,-122.39887,29,San Francisco
136,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Golden Gate Ave at Polk St,41.0,37.78127,-122.41873999999999,4,San Francisco
137,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Grove St at Divisadero,53.0,37.775946000000005,-122.4377775,1,San Francisco
138,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Howard St at 2nd St,25.0,37.78752178045625,-122.39740490913393,8,San Francisco
139,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Howard St at 8th St,61.0,37.7765126,-122.4113061,15,San Francisco
140,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Howard St at Beale St,22.0,37.789756,-122.39464299999999,32,San Francisco
141,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Laguna St at Hayes St,74.0,37.77643481920474,-122.42624402046205,9,San Francisco
142,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Market St at 10th St,58.0,37.776619000000004,-122.41738500000001,26,San Francisco
143,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Market St at Franklin St,75.0,37.773793206088705,-122.42123901844023,12,San Francisco
144,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,McCoppin St at Valencia St,76.0,37.77166246221617,-122.42242321372034,5,San Francisco
145,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Mechanics Monument Plaza (Market St at Bush St),20.0,37.7913,-122.399051,8,San Francisco
146,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Montgomery St BART Station (Market St at 2nd St),21.0,37.7896254,-122.400811,7,San Francisco
147,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,O'Farrell St at Divisadero St,29.0,37.7824046019341,-122.43944585323335,4,San Francisco
148,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Page St at Scott St,72.0,37.772406,-122.4356498,1,San Francisco
149,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Pierce St at Haight St,73.0,37.7717933,-122.43370790000002,1,San Francisco
150,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Post St at Kearny St,19.0,37.788975,-122.403452,11,San Francisco
151,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Powell St BART Station (Market St at 4th St),3.0,37.78637526861584,-122.40490436553955,29,San Francisco
152,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Powell St BART Station (Market St at 5th St),5.0,37.78389935708493,-122.40844488143921,23,San Francisco
153,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,S Park St at 3rd St,49.0,37.7807601,-122.39498940000001,9,San Francisco
154,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,S Van Ness Ave at Market St,59.0,37.774814,-122.418954,13,San Francisco
155,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,San Francisco Caltrain (Townsend St at 4th St),30.0,37.776598,-122.39528200000001,22,San Francisco
156,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,San Francisco Caltrain Station 2  (Townsend St at 4th St),67.0,37.776639200000005,-122.3955263,169,San Francisco
157,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,San Francisco City Hall (Polk St at Grove St),42.0,37.77865,-122.41823000000001,5,San Francisco
158,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,San Francisco Ferry Building (Harry Bridges Plaza),15.0,37.795392,-122.394203,3,San Francisco
159,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,San Francisco Public Library (Grove St at Hyde St),43.0,37.7787677,-122.41592920000001,15,San Francisco
160,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Spear St at Folsom St,24.0,37.78967670000001,-122.39042849999998,2,San Francisco
161,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,The Embarcadero at Sansome St,6.0,37.80477,-122.40323400000001,11,San Francisco
162,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,The Embarcadero at Steuart St,23.0,37.791464000000005,-122.391034,5,San Francisco
163,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,The Embarcadero at Vallejo St,8.0,37.799953,-122.398525,2,San Francisco
164,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Victoria Manalo Draves Park,62.0,37.77779057034257,-122.40643188357352,9,San Francisco
165,11th St at Natoma St,77.0,37.773506899999994,-122.4160402,Webster St at Grove St,55.0,37.7770527,-122.4295585,6,San Francisco
166,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,10th St at Fallon St,201.0,37.797672799999994,-122.2629973,4,East Bay
167,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,14th St at Mandela Pkwy,230.0,37.810743200000005,-122.2914153,1,East Bay
168,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,19th Street BART Station,182.0,37.809012599999996,-122.2682473,2,East Bay
169,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,24th St at Market St,159.0,37.8160598,-122.27824440000002,1,East Bay
170,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,2nd Ave at E 18th St,200.0,37.800213566969795,-122.25381016731262,35,East Bay
171,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,32nd St at Adeline St,213.0,37.8238474,-122.2811926,8,East Bay
172,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,49th St at Telegraph Ave,175.0,37.8359455,-122.2623663,1,East Bay
173,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,4th Ave at E 12th St (Temporary Location),233.0,37.795913,-122.25554699999999,5,East Bay
174,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,6th Ave at E 12th St (Temporary Location),221.0,37.794396,-122.25384199999999,2,East Bay
175,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Bay Pl at Vernon St,195.0,37.81231409135146,-122.26077854633331,32,East Bay
176,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Broadway at 30th St,178.0,37.819381400000005,-122.2619284,3,East Bay
177,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Broadway at 40th St,211.0,37.827757299999995,-122.25671559999999,2,East Bay
178,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,DeFremery Park,218.0,37.8123315,-122.28517120000001,6,East Bay
179,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,El Embarcadero at Grand Ave,197.0,37.808847899999996,-122.24967990000002,8,East Bay
180,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Emeryville Town Hall,149.0,37.8312752,-122.28563329999999,1,East Bay
181,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Frank H Ogawa Plaza,7.0,37.8045623549303,-122.27173805236816,2,East Bay
182,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Franklin St at 9th St,162.0,37.8005161,-122.27207990000001,1,East Bay
183,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Grand Ave at Perkins St,196.0,37.80889393398715,-122.25646018981932,15,East Bay
184,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Grand Ave at Santa Clara Ave,193.0,37.812744099999996,-122.2472152,7,East Bay
185,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Grand Ave at Webster St,181.0,37.8113768,-122.2651925,15,East Bay
186,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Jack London Square,187.0,37.796248,-122.279352,8,East Bay
187,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Lake Merritt BART Station,163.0,37.7973195,-122.26531990000001,3,East Bay
188,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Lakeshore Ave at Trestle Glen Rd,194.0,37.811080700000005,-122.24326770000002,19,East Bay
189,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,Lakeside Dr at 14th St,186.0,37.8013189,-122.26264180000001,15,East Bay
190,13th St at Franklin St,338.0,37.803189081131634,-122.27057933807372,MacArthur Blvd at Telegraph Ave,177.0,37.82628629999999,-122.2651002,1,East Bay
